@relation 'train_set-weka.filters.unsupervised.attribute.Remove-R1-2,6,8-9-weka.filters.unsupervised.attribute.Remove-R1'

@attribute home_score numeric
@attribute away_score numeric
@attribute strength_code {PP,EV,SH}
@attribute shot_distance numeric
@attribute shot_angle numeric
@attribute shot_outcome {SHOT,MISSED_SHOT,GOAL}

@data
1,5,EV,-0.745962,10,SHOT
0,1,EV,-0.460273,51.7,SHOT
0,0,EV,-0.795647,7.1,MISSED_SHOT
1,3,PP,-1.081336,77.5,SHOT
4,1,EV,0.814978,36.9,SHOT
1,0,PP,-0.385745,2.2,SHOT
4,0,PP,0.297425,23.6,SHOT
1,3,PP,-0.903298,42,MISSED_SHOT
0,2,EV,-0.675575,3,MISSED_SHOT
1,1,EV,-0.750102,35.5,MISSED_SHOT
0,0,EV,-0.071073,30.4,SHOT
2,3,PP,-1.197268,38.7,GOAL
1,0,EV,-0.344341,39,SHOT
0,0,PP,0.616237,5.7,SHOT
9,2,EV,0.044859,74.1,SHOT
0,1,EV,0.74045,11.9,SHOT
2,2,EV,0.210476,8.5,SHOT
2,0,EV,0.396795,20.9,SHOT
2,1,EV,1.021999,36.9,SHOT
4,3,EV,-0.572064,27.8,GOAL
0,0,EV,-0.323639,33.1,SHOT
0,0,EV,-1.015089,56.3,SHOT
0,1,PP,-1.081336,40.6,SHOT
1,4,EV,-0.228409,39.6,SHOT
1,0,EV,0.773573,1.1,SHOT
1,0,EV,-1.106179,54.5,MISSED_SHOT
1,0,EV,0.305706,32.6,SHOT
3,4,EV,-1.015089,56.3,SHOT
2,1,EV,-0.286375,39.3,SHOT
3,2,EV,-0.609328,76,SHOT
1,2,EV,1.208318,29.7,SHOT
0,0,EV,2.781678,20.6,SHOT
2,1,EV,-0.899157,17.1,MISSED_SHOT
3,1,SH,-1.073055,32,GOAL
0,1,PP,-1.255234,0,SHOT
1,3,EV,0.334689,14.7,SHOT
1,1,EV,-0.244971,54.7,SHOT
2,1,EV,-1.201408,18.4,SHOT
4,1,EV,-0.683856,25.2,MISSED_SHOT
2,0,PP,-0.820489,14.9,SHOT
0,0,EV,0.504446,30.3,SHOT
2,0,EV,0.54171,18.1,SHOT
0,0,SH,-0.129039,29.7,SHOT
1,2,EV,-1.081336,40.6,SHOT
0,1,EV,0.355391,24.2,SHOT
4,1,SH,-0.509958,34.4,SHOT
2,1,SH,-0.551362,39.5,SHOT
1,0,EV,0.769433,10.7,MISSED_SHOT
0,2,EV,1.079965,30.3,SHOT
4,3,PP,-0.642451,40.9,GOAL
2,0,EV,-0.071073,36.5,SHOT
1,1,EV,-0.716979,3.2,MISSED_SHOT
0,1,EV,4.417146,1.2,SHOT
0,0,EV,-0.588626,31.4,SHOT
2,1,PP,-1.015089,33.7,SHOT
2,0,EV,-0.025528,78.4,MISSED_SHOT
0,1,EV,2.235143,21.7,SHOT
0,0,EV,-0.924,67.4,MISSED_SHOT
1,1,EV,-0.866034,33.7,SHOT
8,1,EV,0.334689,26,MISSED_SHOT
0,0,EV,0.802556,9.5,SHOT
3,0,EV,-0.646592,30.5,MISSED_SHOT
0,0,EV,-0.021388,18.4,SHOT
0,0,PP,0.322267,4,SHOT
1,1,EV,0.930909,23.5,MISSED_SHOT
4,1,EV,0.483744,23.8,SHOT
2,1,EV,0.198055,4.3,SHOT
0,2,EV,0.098684,32,SHOT
2,6,EV,-0.915719,8.7,SHOT
0,0,EV,-0.551362,92.6,SHOT
1,3,EV,0.674203,21.6,MISSED_SHOT
0,1,EV,-0.795647,60.3,SHOT
2,4,PP,-0.998528,26.6,MISSED_SHOT
1,0,PP,-0.385745,0,SHOT
5,2,EV,0.868803,16.5,SHOT
3,2,PP,-1.081336,40.6,GOAL
0,1,EV,-0.870175,24.8,MISSED_SHOT
0,1,EV,0.798416,23.7,SHOT
2,3,EV,0.769433,31.3,SHOT
1,0,EV,-1.073055,32,SHOT
0,0,EV,-1.068915,18.4,SHOT
1,0,EV,-0.650732,14.7,MISSED_SHOT
0,2,EV,-0.402307,51.3,SHOT
2,1,PP,-0.095915,14,MISSED_SHOT
2,1,EV,-0.348481,68.2,SHOT
1,1,PP,-0.095915,1.7,MISSED_SHOT
3,1,PP,0.802556,18.1,MISSED_SHOT
1,2,EV,1.001297,27,SHOT
5,2,EV,0.15665,76.7,SHOT
0,0,EV,1.075824,28.2,SHOT
3,3,EV,-1.081336,40.6,SHOT
2,1,PP,-1.110319,20.6,MISSED_SHOT
2,1,PP,-0.079354,51.1,SHOT
2,2,EV,0.54585,57.6,SHOT
2,3,EV,-0.203566,62.6,MISSED_SHOT
3,1,EV,-0.377464,17.7,SHOT
2,1,EV,-1.131021,0,SHOT
3,2,PP,-0.083494,41.3,SHOT
1,3,EV,0.976454,40.2,MISSED_SHOT
3,2,PP,-1.12274,14,SHOT
4,3,PP,-0.476834,75.4,MISSED_SHOT
1,0,EV,-1.073055,58,SHOT
4,1,EV,0.757012,14,SHOT
2,1,EV,-1.052353,45,MISSED_SHOT
0,0,PP,0.05728,29.4,SHOT
2,1,EV,-1.006808,5.2,MISSED_SHOT
0,0,EV,-0.832911,23.2,SHOT
3,1,EV,-0.232549,45,SHOT
0,2,EV,-0.551362,2.6,MISSED_SHOT
1,0,PP,-0.936421,45,SHOT
1,7,EV,-0.555502,46.8,SHOT
3,1,EV,0.918488,40.1,SHOT
0,4,EV,-1.015089,33.7,MISSED_SHOT
0,6,EV,-1.056494,66,SHOT
1,3,SH,-0.866034,33.7,GOAL
1,1,EV,0.781854,22.8,SHOT
3,1,PP,0.388514,34,MISSED_SHOT
1,3,EV,-0.369183,37.3,SHOT
1,2,EV,0.715607,38.8,SHOT
2,1,EV,1.204177,27.8,SHOT
3,3,EV,1.796258,27.2,SHOT
0,2,EV,0.93919,2,MISSED_SHOT
2,3,EV,1.017858,27.8,SHOT
4,4,EV,-0.261532,43.6,SHOT
1,3,EV,-1.255234,36.9,GOAL
0,2,EV,-0.013107,36.9,SHOT
4,1,EV,-0.522379,41.4,SHOT
2,2,EV,-0.261532,2,SHOT
0,0,EV,-0.642451,45,SHOT
3,1,PP,1.12965,26.6,SHOT
2,0,EV,-0.244971,9.8,SHOT
2,1,PP,-0.153881,18.4,MISSED_SHOT
1,2,PP,-0.667294,27.9,MISSED_SHOT
1,0,SH,-0.795647,7.1,SHOT
4,0,EV,-0.687996,15.5,SHOT
5,1,PP,-1.081336,49.4,SHOT
0,0,EV,0.285003,22.3,MISSED_SHOT
1,0,EV,0.64108,32.1,SHOT
2,1,EV,-0.232549,45,MISSED_SHOT
3,1,EV,0.048999,80.5,SHOT
0,0,EV,0.409216,27.7,SHOT
1,1,EV,-0.592766,2.7,MISSED_SHOT
1,1,EV,0.620378,17.4,SHOT
1,1,EV,0.003455,45,MISSED_SHOT
1,2,EV,-0.799787,90,MISSED_SHOT
2,0,EV,-0.663153,68.7,SHOT
1,3,PP,-0.43543,49.9,SHOT
0,0,EV,0.483744,38.1,SHOT
2,0,PP,-0.737681,59,SHOT
2,0,EV,1.125509,39.8,MISSED_SHOT
3,1,EV,0.984735,24,SHOT
0,1,EV,0.218757,38,SHOT
1,1,PP,0.082123,7.7,SHOT
3,1,EV,-1.073055,58,MISSED_SHOT
3,2,EV,-0.04623,69.4,SHOT
2,0,EV,0.384374,45.9,MISSED_SHOT
0,2,EV,-1.168285,8.1,SHOT
2,3,EV,-0.013107,1.6,SHOT
0,2,EV,-1.048213,0,GOAL
0,3,EV,0.537569,5.9,SHOT
0,0,EV,-0.414728,80.9,MISSED_SHOT
0,1,EV,-0.596907,16.7,SHOT
0,0,EV,0.910207,24.8,SHOT
1,2,EV,-0.799787,0,SHOT
0,0,EV,-1.251093,101.3,SHOT
5,0,PP,-0.841192,0,SHOT
1,1,PP,0.400935,36.9,MISSED_SHOT
2,6,EV,0.947471,28.8,MISSED_SHOT
0,1,EV,0.777714,4.2,MISSED_SHOT
0,0,EV,0.177352,47,SHOT
5,3,EV,-0.948843,14,SHOT
2,3,EV,0.624518,39.4,SHOT
0,0,EV,0.872944,25.2,SHOT
2,1,EV,-0.054511,65.7,SHOT
0,0,EV,-0.808068,71.6,SHOT
2,2,EV,-1.085477,6.3,GOAL
0,1,EV,0.848101,32.6,SHOT
1,3,EV,-1.073055,32,GOAL
2,3,EV,-0.72526,38.2,SHOT
1,3,EV,-0.915719,81.3,SHOT
0,1,EV,-0.799787,0,SHOT
2,0,SH,-0.613468,47,SHOT
1,1,EV,0.454761,32.7,SHOT
3,2,EV,0.280863,28.4,SHOT
0,0,EV,-0.592766,92.7,MISSED_SHOT
0,0,SH,-0.021388,39.2,SHOT
1,2,EV,-0.924,0,SHOT
4,1,PP,-0.220128,36.9,SHOT
0,1,EV,-0.812209,26.6,MISSED_SHOT
0,0,EV,0.326408,5.3,SHOT
0,0,SH,-0.866034,33.7,SHOT
2,2,EV,1.688607,28.2,SHOT
0,2,SH,-0.5348,26.6,SHOT
1,0,EV,-0.882596,90,SHOT
1,0,EV,-0.671434,6,SHOT
3,2,PP,-1.147583,23.2,GOAL
0,0,EV,1.32839,32.3,MISSED_SHOT
2,5,PP,-0.882596,4.1,SHOT
1,1,SH,0.583114,35.9,MISSED_SHOT
1,2,EV,-0.369183,60.5,GOAL
5,3,PP,-0.849472,28.3,SHOT
7,4,PP,-0.509958,2.5,SHOT
1,1,EV,-0.162162,52.8,GOAL
2,1,EV,-1.164145,33.7,SHOT
1,0,EV,-0.716979,3.2,SHOT
0,3,EV,-0.323639,56.9,MISSED_SHOT
2,0,EV,0.276723,64.7,MISSED_SHOT
2,2,EV,-0.62589,8.5,GOAL
1,1,EV,0.25188,19.7,MISSED_SHOT
1,0,EV,0.968173,29.6,MISSED_SHOT
0,0,EV,0.607956,2.3,SHOT
3,1,PP,-0.091775,25,SHOT
0,0,EV,0.74045,11.9,SHOT
0,0,EV,0.595535,25,SHOT
0,1,EV,-0.199426,49,SHOT
0,1,PP,0.297425,26.6,SHOT
2,2,EV,-0.178724,1.8,SHOT
2,1,SH,0.823258,42.1,SHOT
1,1,EV,-0.381605,4.4,SHOT
1,0,EV,-0.820489,75.1,SHOT
0,0,EV,-0.294656,16.5,SHOT
3,2,PP,-0.555502,46.8,SHOT
4,3,EV,-0.874315,50.7,SHOT
2,5,EV,0.222897,65.3,SHOT
3,2,EV,1.001297,29.1,SHOT
2,1,PP,0.227038,17.1,GOAL
0,0,EV,-0.837051,82.4,SHOT
0,0,EV,0.115246,23.2,SHOT
0,0,EV,1.059263,23.2,SHOT
1,1,PP,-0.369183,29.5,SHOT
3,3,EV,-0.543081,35.8,SHOT
0,0,EV,-0.866034,56.3,MISSED_SHOT
0,0,EV,-1.201408,18.4,MISSED_SHOT
2,0,EV,0.678344,48.9,MISSED_SHOT
1,2,EV,-0.476834,75.4,MISSED_SHOT
1,1,EV,-1.048213,36.9,MISSED_SHOT
1,0,PP,1.568535,10.2,SHOT
0,2,EV,-0.567924,33.7,SHOT
2,2,EV,-0.7294,16.4,MISSED_SHOT
0,2,EV,-0.754243,20.6,GOAL
0,2,EV,0.616237,4.6,SHOT
0,1,PP,0.342969,36.6,SHOT
4,0,EV,0.54585,32.4,SHOT
1,1,SH,-1.02337,48.8,SHOT
3,0,EV,-0.932281,51.3,MISSED_SHOT
0,0,EV,-0.903298,48,MISSED_SHOT
0,0,EV,-0.758383,0,SHOT
1,1,EV,0.926769,25.7,MISSED_SHOT
0,4,EV,-0.456132,99.5,MISSED_SHOT
0,1,EV,-0.750102,35.5,GOAL
2,2,EV,-1.3132,56.3,SHOT
0,0,EV,-0.480975,62.4,MISSED_SHOT
0,3,EV,-0.5348,10.3,SHOT
5,1,EV,0.707327,48.1,MISSED_SHOT
1,0,EV,0.852241,28.9,SHOT
0,1,PP,0.355391,43.2,MISSED_SHOT
2,1,EV,0.376093,67.5,SHOT
3,2,SH,0.632799,37.8,MISSED_SHOT
0,1,PP,-0.750102,35.5,MISSED_SHOT
2,0,EV,0.359531,2.6,SHOT
2,2,EV,0.264301,46,SHOT
1,1,EV,-0.124898,16.2,MISSED_SHOT
0,2,EV,0.926769,25.7,SHOT
2,0,EV,-0.025528,33.2,SHOT
2,0,EV,-0.915719,81.3,SHOT
3,1,EV,-0.911579,13,MISSED_SHOT
2,0,EV,-0.816349,50.2,SHOT
1,0,EV,1.270424,32,SHOT
0,0,EV,-0.675575,3,MISSED_SHOT
6,3,EV,-0.62589,81.5,SHOT
0,1,EV,0.715607,21.2,SHOT
0,6,PP,0.707327,13.2,MISSED_SHOT
6,2,EV,2.322092,5.6,SHOT
0,3,EV,0.384374,9,SHOT
0,1,EV,-0.460273,38.3,SHOT
2,2,EV,-0.381605,32.5,SHOT
0,1,EV,-1.21383,0,SHOT
0,0,EV,-0.182864,65.1,SHOT
4,2,EV,-0.754243,69.4,MISSED_SHOT
0,0,EV,-0.965404,41.6,SHOT
1,0,EV,0.400935,36.9,SHOT
4,3,PP,-0.129039,53.8,MISSED_SHOT
2,0,EV,-0.518239,28.8,SHOT
1,1,EV,-0.961264,65.6,SHOT
2,1,PP,0.015876,17.9,SHOT
2,1,EV,-0.965404,41.6,SHOT
0,3,EV,-0.650732,14.7,SHOT
1,0,EV,-1.147583,66.8,SHOT
0,2,EV,-0.423009,94.6,MISSED_SHOT
0,4,EV,0.280863,4.1,SHOT
0,0,EV,-0.079354,38.9,SHOT
1,0,EV,1.017858,27.8,SHOT
1,1,EV,-0.841192,53.1,SHOT
2,2,EV,-1.081336,40.6,SHOT
1,0,PP,0.616237,23.5,SHOT
0,0,EV,-0.464413,4.8,SHOT
1,0,EV,-1.085477,6.3,SHOT
0,0,EV,-0.253252,52,SHOT
5,3,SH,-0.203566,17.2,MISSED_SHOT
1,1,EV,-0.091775,65,SHOT
2,8,SH,-1.093757,63.4,MISSED_SHOT
0,0,EV,1.630641,20.4,SHOT
2,2,EV,-0.62589,20.2,MISSED_SHOT
1,1,EV,0.848101,36.3,SHOT
1,0,EV,-0.924,32.5,SHOT
1,0,EV,-0.766664,72.6,SHOT
3,3,EV,-0.24083,28.3,SHOT
2,3,EV,-0.182864,24.9,SHOT
4,3,EV,-0.716979,0,MISSED_SHOT
0,0,PP,0.45062,17.7,MISSED_SHOT
6,1,EV,-0.907438,26.6,MISSED_SHOT
2,2,EV,-0.758383,45,MISSED_SHOT
1,1,EV,0.318127,35.5,SHOT
0,0,EV,0.301565,50.7,SHOT
3,1,EV,-0.075213,79.7,MISSED_SHOT
0,0,PP,0.293284,15,SHOT
0,1,EV,-0.050371,31.8,MISSED_SHOT
5,1,EV,0.34711,15.9,MISSED_SHOT
2,1,EV,0.761152,29,SHOT
3,4,PP,-0.054511,47.4,SHOT
1,4,EV,0.558271,28.1,SHOT
4,4,EV,2.467006,20.3,SHOT
0,3,PP,-0.870175,24.8,MISSED_SHOT
3,2,EV,1.075824,33.7,SHOT
1,0,EV,-0.004826,6.5,MISSED_SHOT
0,0,SH,2.098509,0.7,SHOT
2,1,EV,0.032438,19.4,MISSED_SHOT
0,0,EV,0.607956,2.3,SHOT
0,1,EV,-0.083494,48.7,SHOT
0,0,PP,0.583114,21.4,SHOT
0,1,PP,0.421637,19.2,SHOT
0,0,EV,0.653501,23.1,SHOT
4,1,EV,-1.126881,29.7,SHOT
1,2,EV,-0.13732,69.9,MISSED_SHOT
0,0,SH,-0.609328,60.9,SHOT
0,0,EV,-0.899157,54,SHOT
3,1,EV,0.632799,29.6,MISSED_SHOT
0,0,EV,-1.035791,29.1,MISSED_SHOT
0,0,EV,-0.899157,17.1,SHOT
3,3,EV,-1.085477,6.3,GOAL
0,2,SH,0.135948,36.6,SHOT
2,3,EV,-0.095915,0,MISSED_SHOT
5,3,EV,2.061245,2.7,SHOT
0,0,PP,0.003455,42.7,MISSED_SHOT
0,0,EV,1.146211,32.7,MISSED_SHOT
2,5,EV,0.007595,40.4,SHOT
1,1,EV,0.185633,38.9,SHOT
0,0,EV,0.653501,23.1,SHOT
1,0,PP,0.318127,35.5,SHOT
2,2,EV,0.14837,64.1,MISSED_SHOT
3,2,EV,-1.056494,24,GOAL
1,1,EV,-0.14146,32.2,SHOT
4,0,PP,-1.015089,21.8,SHOT
2,0,PP,0.015876,11.3,SHOT
2,3,EV,-0.294656,27.5,SHOT
0,0,EV,-0.886736,69,MISSED_SHOT
3,1,EV,-1.093757,26.6,SHOT
0,1,EV,0.657642,12.4,MISSED_SHOT
2,2,EV,-0.977826,20,SHOT
2,1,EV,0.077982,6.2,SHOT
0,0,EV,-0.13732,14.5,SHOT
2,3,EV,-1.209689,9.5,SHOT
2,0,EV,-0.294656,22.9,SHOT
1,0,EV,-0.232549,45,SHOT
1,2,EV,0.384374,44.1,SHOT
3,3,EV,0.699046,16.7,SHOT
1,2,EV,-1.006808,0,GOAL
5,2,EV,-0.957123,55,SHOT
5,1,EV,-0.870175,24.8,GOAL
0,1,EV,-0.13732,38.7,SHOT
3,2,EV,-0.476834,67.8,SHOT
1,1,EV,0.05728,29.4,SHOT
3,1,PP,-1.081336,12.5,SHOT
3,1,EV,0.719748,33.4,SHOT
3,1,EV,1.187616,29,SHOT
2,1,EV,1.204177,32.9,MISSED_SHOT
0,1,EV,-0.601047,54.8,MISSED_SHOT
1,5,PP,-1.197268,51.3,SHOT
2,1,EV,-1.048213,36.9,GOAL
0,2,EV,-1.292498,14,SHOT
3,1,EV,-0.017247,27.3,SHOT
1,0,PP,0.218757,38,SHOT
0,2,EV,-0.000686,25.1,SHOT
0,2,PP,0.723888,27.1,SHOT
1,2,EV,-0.791507,68.2,SHOT
0,0,EV,-1.052353,45,SHOT
6,2,EV,-0.203566,43.7,SHOT
0,0,EV,-0.62589,57.1,SHOT
2,5,EV,-0.7294,47.3,SHOT
3,2,EV,-0.679715,32,GOAL
2,0,EV,-0.232549,47.7,SHOT
2,2,EV,-0.443711,26.6,SHOT
6,4,PP,0.752871,20.8,MISSED_SHOT
2,2,PP,0.342969,31.9,SHOT
2,0,SH,1.903909,16.4,MISSED_SHOT
2,1,EV,-0.609328,39.1,GOAL
1,0,PP,-1.168285,45,SHOT
3,3,PP,-1.209689,99.5,GOAL
1,2,EV,0.512727,33,SHOT
5,2,EV,0.475463,20,MISSED_SHOT
6,3,EV,0.798416,26.1,SHOT
3,2,EV,-1.160004,74.1,MISSED_SHOT
3,3,PP,-1.184847,63.4,SHOT
1,3,PP,-1.168285,45,MISSED_SHOT
4,3,EV,-0.377464,43.5,GOAL
1,2,EV,0.400935,2.5,GOAL
0,0,PP,0.003455,73.6,SHOT
0,0,EV,-0.505817,72.3,SHOT
3,1,PP,-0.286375,39.3,SHOT
2,2,EV,0.015876,11.3,GOAL
0,0,EV,-0.957123,9.5,SHOT
5,4,PP,0.119387,47.1,SHOT
0,2,SH,5.93254,4.8,SHOT
0,0,EV,0.64108,32.1,SHOT
2,3,EV,0.525148,35.7,MISSED_SHOT
0,4,EV,-0.750102,35.5,SHOT
4,2,PP,-0.244971,35.3,SHOT
0,0,EV,-0.493396,20,MISSED_SHOT
1,1,EV,-0.576205,37.4,SHOT
2,3,EV,0.032438,19.4,MISSED_SHOT
0,1,EV,0.467182,14.9,SHOT
0,0,EV,-0.423009,85.4,SHOT
1,2,EV,1.042701,34.2,MISSED_SHOT
0,0,EV,-0.33192,81.6,MISSED_SHOT
3,3,EV,1.564394,3.1,SHOT
2,3,EV,-0.977826,31,GOAL
0,0,EV,-0.642451,45,MISSED_SHOT
5,3,EV,0.814978,19.1,SHOT
0,3,EV,-0.406447,11.3,SHOT
2,3,EV,0.111106,1.5,MISSED_SHOT
0,2,EV,-1.015089,68.2,SHOT
0,1,EV,0.202195,26.6,MISSED_SHOT
0,0,EV,-1.12274,14,SHOT
2,2,EV,-0.774945,32.7,MISSED_SHOT
0,0,EV,0.868803,12.3,SHOT
2,2,EV,-1.015089,33.7,SHOT
3,3,EV,-0.584485,70.7,SHOT
0,0,PP,-0.112477,17.9,MISSED_SHOT
4,5,PP,0.061421,22.4,MISSED_SHOT
1,0,EV,0.036578,39.4,SHOT
3,3,EV,-0.961264,24.4,GOAL
1,3,EV,-0.485115,53.6,SHOT
0,1,EV,-0.700417,29.4,SHOT
1,2,EV,0.355391,24.2,MISSED_SHOT
3,5,EV,-0.385745,2.2,GOAL
1,2,EV,-0.04623,6.7,MISSED_SHOT
3,2,EV,1.03856,28.7,GOAL
7,3,EV,-0.957123,35,SHOT
1,1,SH,5.564043,8.1,SHOT
1,3,EV,0.243599,29.1,SHOT
1,1,SH,0.036578,28,SHOT
0,0,EV,0.388514,56,SHOT
4,2,EV,5.398426,13.6,MISSED_SHOT
1,0,EV,0.670063,7.8,SHOT
1,0,EV,-0.667294,38.7,SHOT
0,1,EV,-0.957123,35,SHOT
1,2,EV,1.088246,32.4,MISSED_SHOT
0,0,EV,-0.369183,24.6,SHOT
2,4,EV,0.123527,15.1,SHOT
2,1,EV,1.481586,3.2,SHOT
4,3,EV,-0.315358,49.4,SHOT
0,1,EV,-0.551362,2.6,MISSED_SHOT
1,2,EV,-0.559643,15.9,MISSED_SHOT
1,3,EV,-0.257392,49.2,MISSED_SHOT
0,0,EV,0.400935,1.3,SHOT
5,4,PP,0.400935,36.9,MISSED_SHOT
1,1,EV,-0.377464,6.6,GOAL
3,3,PP,0.525148,2.4,GOAL
0,2,PP,0.011736,51.8,SHOT
2,1,EV,-1.184847,26.6,MISSED_SHOT
2,0,PP,-0.957123,35,SHOT
1,3,EV,-0.493396,50.2,GOAL
3,5,EV,-0.63003,95.7,SHOT
3,1,EV,-0.957123,35,SHOT
1,0,EV,-1.073055,32,SHOT
0,2,EV,0.181493,56.3,MISSED_SHOT
0,0,EV,-0.886736,69,SHOT
3,4,EV,-0.5348,26.6,GOAL
0,0,EV,1.03028,32.1,MISSED_SHOT
0,2,EV,0.678344,14.6,SHOT
0,1,EV,0.947471,24.4,SHOT
4,1,EV,0.819118,11.5,MISSED_SHOT
0,2,PP,0.123527,40.8,SHOT
1,1,EV,0.086263,74.5,SHOT
1,2,EV,0.077982,36.3,SHOT
2,3,SH,5.617868,8.7,SHOT
2,2,EV,-0.750102,54.5,GOAL
7,6,EV,-0.207707,7.6,SHOT
5,3,SH,2.723713,8.5,GOAL
0,0,EV,-0.025528,46.2,MISSED_SHOT
0,1,EV,0.83568,28,SHOT
1,0,EV,-0.220128,25.7,GOAL
0,0,EV,-0.456132,80.5,MISSED_SHOT
3,6,EV,0.222897,62.2,SHOT
1,0,EV,-1.12274,14,SHOT
0,1,EV,-0.870175,77.9,GOAL
1,1,EV,-1.139302,50.2,SHOT
1,1,EV,-1.006808,0,SHOT
4,0,SH,-0.667294,38.7,GOAL
1,2,EV,-1.126881,60.3,SHOT
1,1,EV,1.187616,27,SHOT
0,0,EV,0.703186,45,MISSED_SHOT
0,0,EV,0.14837,18,SHOT
2,1,PP,-0.613468,47,MISSED_SHOT
5,0,EV,-0.543081,82.2,MISSED_SHOT
1,3,EV,-0.924,32.5,MISSED_SHOT
0,1,EV,-0.551362,30.1,GOAL
0,0,EV,5.386005,13.3,SHOT
1,1,EV,-1.296638,0,SHOT
2,2,EV,0.44648,29.9,SHOT
0,0,PP,-1.139302,39.8,SHOT
1,0,EV,0.106965,18.4,SHOT
4,1,EV,-0.03795,25.8,SHOT
3,2,PP,4.16872,0.8,SHOT
1,4,EV,-0.315358,12.5,GOAL
0,0,EV,0.868803,16.5,SHOT
0,0,EV,0.400935,1.3,SHOT
2,1,PP,-0.170443,39.8,SHOT
0,5,EV,0.699046,32.5,SHOT
0,1,EV,0.636939,22,MISSED_SHOT
0,1,EV,-0.866034,56.3,MISSED_SHOT
4,3,EV,-1.02337,41.2,SHOT
2,1,EV,-1.081336,49.4,GOAL
1,2,EV,-0.613468,43,SHOT
1,0,PP,0.984735,34,SHOT
3,1,EV,0.483744,26.6,MISSED_SHOT
1,0,SH,-0.083494,32.7,SHOT
4,1,EV,-0.348481,45,SHOT
2,3,EV,-0.870175,24.8,MISSED_SHOT
1,0,PP,-1.164145,33.7,GOAL
1,1,EV,-0.100056,19.5,SHOT
0,1,EV,-0.43543,40.1,SHOT
4,2,PP,0.570693,33.4,MISSED_SHOT
0,2,EV,-0.617609,11.3,SHOT
2,5,EV,-0.716979,3.2,MISSED_SHOT
1,0,EV,-0.903298,42,SHOT
1,3,EV,-0.104196,37.6,SHOT
1,0,EV,-1.126881,7.1,SHOT
1,0,EV,-0.82877,31.6,MISSED_SHOT
2,3,EV,0.181493,33.7,MISSED_SHOT
1,0,EV,-0.207707,82.4,SHOT
0,0,EV,0.293284,15,SHOT
0,1,EV,-1.068915,18.4,MISSED_SHOT
2,1,EV,-1.081336,12.5,MISSED_SHOT
0,3,EV,-1.031651,16.7,SHOT
0,1,PP,0.947471,4.9,GOAL
0,1,EV,-0.924,0,GOAL
0,3,PP,-0.53066,32.3,GOAL
2,3,EV,-0.427149,53.1,SHOT
1,0,EV,-0.659013,55.5,SHOT
0,0,EV,-1.139302,50.2,SHOT
0,3,PP,0.906067,27,SHOT
1,2,EV,0.897786,15.3,MISSED_SHOT
0,1,EV,0.268442,16.7,SHOT
3,5,EV,-0.497536,9.9,MISSED_SHOT
1,0,EV,-0.050371,31.8,GOAL
3,2,EV,-0.054511,0,MISSED_SHOT
5,2,SH,0.15665,4.4,GOAL
1,1,EV,-0.398166,76.5,SHOT
4,3,PP,0.752871,17.4,SHOT
4,2,EV,0.670063,18.1,SHOT
3,3,EV,0.297425,29.6,MISSED_SHOT
0,4,PP,-0.957123,55,SHOT
1,1,EV,-0.203566,9.5,SHOT
3,1,PP,-0.774945,65,SHOT
0,2,EV,-1.164145,33.7,GOAL
4,2,EV,0.500305,45.9,MISSED_SHOT
3,0,EV,-0.774945,32.7,SHOT
1,0,EV,-0.33192,66.3,SHOT
2,2,EV,0.359531,2.6,SHOT
0,1,EV,-0.323639,10.5,MISSED_SHOT
2,3,EV,0.529288,45,SHOT
0,0,EV,-0.13732,20.1,MISSED_SHOT
6,1,EV,-0.555502,24.2,SHOT
1,1,PP,-1.015089,33.7,SHOT
0,1,EV,0.169072,35.7,SHOT
1,2,EV,0.135948,31.2,SHOT
1,0,EV,0.74045,5.4,SHOT
0,0,EV,2.346934,17.1,SHOT
1,2,PP,-0.998528,10.3,SHOT
0,1,EV,0.115246,4.5,SHOT
1,1,PP,0.285003,31.4,MISSED_SHOT
0,0,EV,-0.360903,55.7,SHOT
0,0,EV,-0.716979,56.3,SHOT
2,0,SH,-0.659013,34.5,MISSED_SHOT
0,0,EV,0.318127,30.7,SHOT
1,0,EV,-1.015089,56.3,MISSED_SHOT
1,0,EV,-1.22211,59,SHOT
3,1,EV,0.313986,27.8,MISSED_SHOT
3,3,EV,-1.168285,8.1,GOAL
1,0,EV,1.092386,27,SHOT
1,2,EV,0.061421,47.2,MISSED_SHOT
2,0,EV,0.119387,6,SHOT
1,1,EV,-0.779085,14,MISSED_SHOT
4,2,PP,-1.015089,21.8,SHOT
1,1,EV,-0.766664,72.6,MISSED_SHOT
6,1,EV,-0.72526,38.2,MISSED_SHOT
3,2,EV,-0.124898,16.2,SHOT
1,1,EV,1.999139,26.3,SHOT
0,1,EV,-1.031651,16.7,SHOT
2,1,EV,1.746573,17.3,SHOT
1,0,EV,-0.683856,25.2,SHOT
1,1,EV,1.113088,27.8,MISSED_SHOT
1,0,EV,-0.874315,50.7,SHOT
0,0,EV,-0.294656,73.5,SHOT
3,1,EV,-0.990247,37.9,SHOT
2,2,EV,0.276723,1.4,SHOT
1,1,EV,-0.965404,4.8,SHOT
4,2,EV,-0.700417,67.6,MISSED_SHOT
3,1,EV,0.769433,21.8,MISSED_SHOT
2,2,EV,-1.048213,5.7,SHOT
3,3,EV,-0.977826,20,GOAL
0,1,EV,-0.178724,1.8,MISSED_SHOT
